Sales Qty,,,,,2024,2025,2025,2025,2025,2025,2025,2025,2025,2025,2025,2025,2025,MTD CY-1,MTD CY-1,MTD CY-1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,MTD-1,MTD-1,MTD-1,MTD-3,MTD-3,MTD-3,MTD-2,MTD-2,MTD-2,MTD-2,MTD,MTD,MTD,Open
HROCK EAST,COBAR MANAGEMENT              ,COBAR MANAGEMENT P/L (JA142),CS1526001BM    ,CABLE REEL 15.2MM X 600M - 1 BULB PER METRE 1 REEL X 600M PER PALLET,,24,12,,12,,12,,,12,12,,24,,,,,,,,,,,12,,,,,,,,,12,,,,,,12,,,,,,,12,,,,,,12,,,,,,12,,,,,,,,,12,,12,12,,
HROCK EAST,COBAR MANAGEMENT              ,COBAR MANAGEMENT P/L (JA142),EB2006B        ,EYE BOLT 20MM X 600MM ,,,,50,,,,50,,,100,,,,,,,,,,50,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,
HROCK EAST,COBAR MANAGEMENT              ,COBAR MANAGEMENT P/L (JA142),EB20CS         ,CONE & SHELL 20MM ,,100,,100,,,,50,100,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,50,,,,100,,,50,,,,,50,,,,,,,,,,,,,,,,,,,,
HROCK EAST,COBAR MANAGEMENT              ,COBAR MANAGEMENT P/L (JA142),EB2415B        ,EYE BOLT 24MM X 1500MM ,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,
HROCK EAST,COBAR MANAGEMENT              ,COBAR MANAGEMENT P/L (JA142),ES2443RHT      ,EXPANSION SHELL M24 RIGHT HAND THREAD - 43MM 20 UNITS PER PACK,50,,50,50,,,,,100,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,80,20,,,,,,,,,,50,,,,50,,,,,,,,,,,,,,
HROCK EAST,COBAR MANAGEMENT              ,COBAR MANAGEMENT P/L (JA142),FBDBR32D51TC6X9,Falcon Bolt Drill Bit R32/D51 TC Button 6X9 ,,280,270,,,,270,540,270,,,,,,,,,,,,,,,,,,,,,,,270,,,,270,,270,,,,,,270,,,,,,,,280,,,,270,,,,,,,,,,,,,,,,
HROCK EAST,COBAR MANAGEMENT              ,COBAR MANAGEMENT P/L (JA142),FBR32DBW66     ,Falcon Bolt Domeball Washer R32 X 66mm OD ,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,
HROCK EAST,COBAR MANAGEMENT              ,COBAR MANAGEMENT P/L (JA142),FBR32TDDHEX38AF,Falcon Bolt R32 38AF Drive Hex SDA0009,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,
HROCK EAST,COBAR MANAGEMENT              ,COBAR MANAGEMENT P/L (JA142),FBR32TDDHEXCOUP,Falcon Bolt Hex Coupler 38AF x 190mm ,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,
HROCK EAST,COBAR MANAGEMENT              ,COBAR MANAGEMENT P/L (JA142),JCB1506TS1BM   ,"CABLE BOLT TWIN 15.2MM X 6.0M, 1 BULB/M 300MM TAIL 50 UNITS PER PALLET",,,50,,,200,,,,,,,100,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,100,,
HROCK EAST,COBAR MANAGEMENT              ,COBAR MANAGEMENT P/L (JA142),JCLIPUPPLR52   ,CLIPUP PIPE LINE HANGER - 3 HOOK CHAIN/RING ,,,,,,,,,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,,,,,,,,
HROCK EAST,COBAR MANAGEMENT              ,COBAR MANAGEMENT P/L (JA142),JCP28390150450G,COMBI PLATE 280X300 + R150X4MM ROLL TOP 50MM H GAL 250 PLATES PER PALLET,4250,1000,3250,4000,4750,3250,6750,5000,5000,5000,5000,5000,3750,1500,,1250,,1000,1000,,2000,1000,1500,,1000,1250,,,2000,750,500,2250,1250,2000,1250,1250,,500,,2000,1250,1250,1250,1250,1250,1250,1000,,1250,,1250,,,1500,1250,,,2000,1250,1250,1250,,1250,2500,1250,2500,,,1250,2500,,
HROCK EAST,COBAR MANAGEMENT              ,COBAR MANAGEMENT P/L (JA142),JCP2839151050G ,COMBI PLATE 280X300 V150X10MM TOP PLATE 50MM H GAL 250 PLATES PER PALLET,6750,5000,4000,4000,4000,4000,6000,4000,6000,7500,4500,5000,6000,1250,2500,1000,2000,2000,2000,,,2000,,,2000,,2000,250,,2000,,2000,,2000,2000,2000,,,750,2000,,2000,2000,2000,,3000,750,,,1500,1500,1250,,2000,,,2000,2000,1500,,2000,,1500,3000,,3000,,,2000,4000,,
HROCK EAST,COBAR MANAGEMENT              ,COBAR MANAGEMENT P/L (JA142),JCP2839K41HG   ,COMBI PLATE 280X300 +K150X5MM TOP PLATE 41MM H GAL 250 PLATES PER PALLET,,,,,,,,,,,,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,,
HROCK EAST,COBAR MANAGEMENT              ,COBAR MANAGEMENT P/L (JA142),JCP283D1510362G,COMBI PLATE 280X300D + V150X10MM TOP PLATE GAL 250 PLATES PER PALLET,1000,2000,1000,,,,,1000,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,,,,,,,,1000,,,,,,,1000,,,,1000,,,,,1000,,,,,,,,,
HROCK EAST,COBAR MANAGEMENT              ,COBAR MANAGEMENT P/L (JA142),JDBR32D51ESS   ,DRILL BIT - SDHB R32 TC BUTTON BIT  51MM DIA ,500,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,500,,,,,,,,,,,,,,,,,,,
HROCK EAST,COBAR MANAGEMENT              ,COBAR MANAGEMENT P/L (JA142),JFBNUTR3246TH65,Falcon Bolt Nut 46AF Externally threaded R32XL65MM ,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,
HROCK EAST,COBAR MANAGEMENT              ,COBAR MANAGEMENT P/L (JA142),JFBT385103846AF,FALCON BOLT DRILLING DOLLY T38F X 38&46AF X 510MM SDA0056 ,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
HROCK EAST,COBAR MANAGEMENT              ,COBAR MANAGEMENT P/L (JA142),JFL4709PG      ,FRICTION LOK BOLT 47MMX900MM - GAL + PAINTED END 150 BOLTS PER PACK,1050,1050,300,,1800,1050,1050,1050,2100,2850,300,450,600,,,1050,,,,,,750,,,,1050,,,,450,600,,,,1050,,,600,900,,450,1050,,,1050,1350,150,,,,450,,,,,,,300,,,,,1050,450,300,,,,,600,,
HROCK EAST,COBAR MANAGEMENT              ,COBAR MANAGEMENT P/L (JA142),JFL4712G       ,Friction Lok 47 x 1200mm Galv,,,,,,900,,,,,,750,,,,,,,,,,,,,,,,,,900,,,,,,,,,,,,,,,,,,,,,750,,,,,,,,,,,,,,,,,,,,,
HROCK EAST,COBAR MANAGEMENT              ,COBAR MANAGEMENT P/L (JA142),JFL4724G       ,FRICTION LOK BOLT 47MMX2400MM - GAL 150 BOLTS PER PACK,1500,3000,2250,4200,1200,3600,4350,3600,3600,4800,3600,3600,3600,,1500,,,900,,900,2400,,1200,,,1200,,750,1200,1200,,2250,,1050,1050,1200,,600,1050,600,1200,1200,1200,1200,,1200,,,,,1200,1200,,,1050,,,1200,,2400,,,1200,2400,1200,1200,1200,,1200,2400,,
HROCK EAST,COBAR MANAGEMENT              ,COBAR MANAGEMENT P/L (JA142),JFL4730G       ,FRICTION LOK BOLT 47MMX3000MM - GAL 150 BOLTS PER PACK,300,,,,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK EAST,COBAR MANAGEMENT              ,COBAR MANAGEMENT P/L (JA142),JL5H240030FSP  ,"J-LOK 5* DUAL TWIN 1200X30MM FAST/SLOW P/CHUTE RESIN - 7 CAPSULES/BOX, 294/PALLET (42 BOXES)",,,588,588,,,,,,,,147,147,,,,,,,,588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,,,,,,,588,,,,,,,,,,,,147,,147
HROCK EAST,COBAR MANAGEMENT              ,COBAR MANAGEMENT P/L (JA142),JML4724G       ,MECH LOK BOLT 47MM X 2400MM - GAL 120 UNITS PER PACK,3360,5775,5280,3360,3360,4320,5760,4320,5280,5760,6720,3360,5760,840,1680,420,2100,480,960,,1920,480,960,480,960,960,960,1275,480,960,1440,960,2880,,1920,960,,960,480,1440,960,1440,960,2400,480,1920,960,,2400,,480,960,,420,960,,960,3360,1440,480,960,,1440,2400,,1920,1920,480,1920,3840,,
HROCK EAST,COBAR MANAGEMENT              ,COBAR MANAGEMENT P/L (JA142),JSDHBCR32190   ,Anchor coupler R32 x L190 Anch coupler R32 x L190mm,,,100,,,,100,200,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,100,,100,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,
HROCK EAST,COBAR MANAGEMENT              ,COBAR MANAGEMENT P/L (JA142),JSDHBNR3245    ,Anchor Nut R32 x L45mm ,,,,,,,420,,,420,,420,,,,,,,,,,,,,,,,,,,,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,420,,,,420,,,,,,,,
HROCK EAST,COBAR MANAGEMENT              ,COBAR MANAGEMENT P/L (JA142),JSDHBR3230S    ,Anchor bar R32S x 3000mm Self drilling anchor bar,800,,799,,,,400,400,,,,400,,,800,,,,,,,,,,,,,,,,,400,,,,,,400,,,,,,,,,,,,,,,,,,400,,399,,,400,,,,,,,,,,,
HROCK EAST,COBAR MANAGEMENT              ,COBAR MANAGEMENT P/L (JA142),JTB2524TTNPHGP ,J-TECH BOLT 25MMX2.4M H PIN NUT + PADDLES - GAL 100 UNITS PER PACK,,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,,
HROCK EAST,COBAR MANAGEMENT              ,COBAR MANAGEMENT P/L (JA142),JTW152IHS      ,TENSIONER WEDGES 15.2MM X 10T ,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK EAST,COBAR MANAGEMENT              ,COBAR MANAGEMENT P/L (JA142),JV20201055GI   ,Volcano plate 200x200x10mm w/55mm Hole Grt Indicator hol ,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,
HROCK EAST,COBAR MANAGEMENT              ,COBAR MANAGEMENT P/L (JA142),PULL47G        ,PULL COLLAR TO SUIT 47MM DIA FRICTION LOK - GAL ,300,,,,,,600,300,250,350,300,300,300,,300,,,,,,,,,,,,,,,,,300,,,300,,,300,,,,,,100,150,300,,,200,,,,,,,,,,300,,,,50,,,,100,,,250,50,
HROCK EAST,EVOLUTION MINING              ,ERNEST HENRY MINING P/L (JA379),10TCABLEKIT152 ,10T CABLE TENSIONING KIT ,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK EAST,EVOLUTION MINING              ,ERNEST HENRY MINING P/L (JA379),3BYTM6SPLICE   ,SPLICE TUBE TO SUIT 15.2MM CABLE BUCKET OF 5 UNITS,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK EAST,EVOLUTION MINING              ,ERNEST HENRY MINING P/L (JA379),BW152MM        ,BARREL & WEDGE TO SUIT 15.2MM CABLE CA0147,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK EAST,EVOLUTION MINING              ,ERNEST HENRY MINING P/L (JA379),JCLIPUPS       ,CLIPUP STANDARD HANGER - 3 HOOK ,,,,,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK EAST,EVOLUTION MINING              ,ERNEST HENRY MINING P/L (JA379),JLH210026MSP   ,2x1050x26mm TwinCartridge Med/Slow Resin Parachute ,,,,,672,,,,,,,,,,,,,,,,,,,672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK EAST,EVOLUTION MINING              ,ERNEST HENRY MINING P/L (JA379),JLLH240030SFSP ,"J-LOK LIF DUAL TWIN  1200X30MM S-FAST/SLOW P/CHUTE RESIN - 7 CAPSULES/BOX, 294/PALLET (42 BOXES)",11760,9114,10290,8526,9702,9702,10878,8820,5880,5292,10584,5292,5880,1470,3234,2646,1470,2646,3234,294,2352,4410,,2940,,4704,1764,2940,1764,,3822,1470,3528,1764,2352,1764,2058,2058,4704,,4704,,2352,1176,2352,1764,,,2940,2352,,,2940,1470,4704,1764,2058,1764,,3528,1764,,1764,1764,,3528,,1764,2058,2352,1470,
HROCK EAST,EVOLUTION MINING              ,EVOLUTION MINING (COWAL) P/L (JA407),4FREIGHTDEL    , DELIVERY CHARGE,,,,,,,,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,1,
HROCK EAST,EVOLUTION MINING              ,EVOLUTION MINING (COWAL) P/L (JA407),BW152MM        ,BARREL & WEDGE TO SUIT 15.2MM CABLE CA0147,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,
HROCK EAST,EVOLUTION MINING              ,EVOLUTION MINING (COWAL) P/L (JA407),CTB32COUPG     ,32MM THREAD BAR COUPLER - TDG ,,,,,,,,,,,200,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,,,,,,,,,,,,,,,,,200,,,,
HROCK EAST,EVOLUTION MINING              ,EVOLUTION MINING (COWAL) P/L (JA407),FBDBR32D51TC6X9,Falcon Bolt Drill Bit R32/D51 TC Button 6X9 ,320,,,,,50,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,320,,,,,,,,,,,,,,,,,,,
HROCK EAST,EVOLUTION MINING              ,EVOLUTION MINING (COWAL) P/L (JA407),JBS2424BNEXPG  ,JBS M24X2.40M GAL EXPANSION SHELL BOLT ,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,
HROCK EAST,EVOLUTION MINING              ,EVOLUTION MINING (COWAL) P/L (JA407),JCB1512TS1BM   ,"CABLE BOLT TWIN 15.2MM X 12.0M, 1 B/M 300MM TAIL ",50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,
HROCK EAST,EVOLUTION MINING              ,EVOLUTION MINING (COWAL) P/L (JA407),JCP28390150450G,COMBI PLATE 280X300 + R150X4MM ROLL TOP 50MM H GAL 250 PLATES PER PALLET,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,,,,,,,,,,,,,,,,,,,
HROCK EAST,EVOLUTION MINING              ,EVOLUTION MINING (COWAL) P/L (JA407),JCP2839151050G ,COMBI PLATE 280X300 V150X10MM TOP PLATE 50MM H GAL 250 PLATES PER PALLET,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,
HROCK EAST,EVOLUTION MINING              ,EVOLUTION MINING (COWAL) P/L (JA407),JF202010202    ,FLAT PLATE 200X200X10MM 2 X 20MM HOLES BLACK 250 PLATES PER PALLET,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,,,,,,,,,,,,,,,,,,,
HROCK EAST,EVOLUTION MINING              ,EVOLUTION MINING (COWAL) P/L (JA407),JFBR32E301A38  ,Falcon Bolt R32E x 3M Shell A-38 Hex 1 x R3230E ( SDA0027) ,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,
HROCK EAST,EVOLUTION MINING              ,EVOLUTION MINING (COWAL) P/L (JA407),JFBT3802538AF  ,Falcon Bolt Drilling Dolly T38F x 38AF  250mm Long ,3,,,7,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
HROCK EAST,EVOLUTION MINING              ,EVOLUTION MINING (COWAL) P/L (JA407),JFBT3809046AF  ,Falcon Bolt Tensioning Dolly T38F x 45AF  900mm Long ,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,
HROCK EAST,EVOLUTION MINING              ,EVOLUTION MINING (COWAL) P/L (JA407),JFL4709G       ,FRICTION LOK BOLT 47MMX900MM - GAL 150 BOLTS PER PACK,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,
HROCK EAST,EVOLUTION MINING              ,EVOLUTION MINING (COWAL) P/L (JA407),JFL4724G       ,FRICTION LOK BOLT 47MMX2400MM - GAL 150 BOLTS PER PACK,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,
HROCK EAST,EVOLUTION MINING              ,EVOLUTION MINING (COWAL) P/L (JA407),JK20200542H2LG ,KANGA PLATE 200X200X5MM 42MM HOLE 2 HANGERS GAL 500 PLATES PER PALLET,50,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,50,,,,,,,,,,,,,,,,,,,
HROCK EAST,EVOLUTION MINING              ,EVOLUTION MINING (COWAL) P/L (JA407),JK20200550H2LG ,KANGA PLATE 200X200X5MM 50MM HOLE 2 HANGERS LOOP G 500 PLATES PER PALLET,,,,,,,,,,120,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,2000,2500
HROCK EAST,EVOLUTION MINING              ,EVOLUTION MINING (COWAL) P/L (JA407),JML4724G       ,MECH LOK BOLT 47MM X 2400MM - GAL 120 UNITS PER PACK,,,,,,,,,,120,,,1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,1080,3480
HROCK EAST,EVOLUTION MINING              ,EVOLUTION MINING (COWAL) P/L (JA407),JSDHBCR32190   ,Anchor coupler R32 x L190 Anch coupler R32 x L190mm,160,,,,,50,,150,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,150,,,,,,,,,,,,,160,,,,,,,,,,,,,,,,,,,
HROCK EAST,EVOLUTION MINING              ,EVOLUTION MINING (COWAL) P/L (JA407),JSDHBGAR32     ,"R32 SDA Bolt1"" Male grout Injection adaptor L/H thread ",,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK EAST,EVOLUTION MINING              ,EVOLUTION MINING (COWAL) P/L (JA407),JSDHBNR3265S   ,Self Drilling Anchor Bar R32 X 65mm Domed Nut ,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK EAST,EVOLUTION MINING              ,EVOLUTION MINING (COWAL) P/L (JA407),JSDHBR3215E    ,R32E X 1.5M SELF DRILLING HOLLOW BAR 15% ELONG ,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,,,,,,,,,,,,,,,,,,,
HROCK EAST,EVOLUTION MINING              ,EVOLUTION MINING (COWAL) P/L (JA407),JSDHBR3230E    ,R32 x 3.0 M Self drilling Hollow Bar 15% Elong 18.5mm Bore ,320,,,,,50,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,320,,,,,,,,,,,,,,,,,,,
HROCK EAST,EVOLUTION MINING              ,EVOLUTION MINING (COWAL) P/L (JA407),JTB2530SHG     ,Bolt JTech25X3.0JTSheared JTB GAL,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,
HROCK EAST,EVOLUTION MINING              ,EVOLUTION MINING (COWAL) P/L (JA407),JTNUTDOMEDG    ,J-TECH NUT 25MM DOMED M6 GALVANISED 50 UNITS PER PACK N0045 Rev 5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,
HROCK EAST,EVOLUTION MINING              ,EVOLUTION MINING (COWAL) P/L (JA407),JV20201055GI   ,Volcano plate 200x200x10mm w/55mm Hole Grt Indicator hol ,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,,,,,,,,,,,,,,,,,,,
HROCK EAST,EVOLUTION MINING              ,EVOLUTION MINING (COWAL) P/L (JA407),SCA2103R10     ,SHOTCRETE WELDED CAGES SL81C 2130X300MM R10 U-BARS & STRAIGHTS,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,,,,,,
HROCK EAST,EVOLUTION MINING              ,EVOLUTION MINING (COWAL) P/L (JA407),SMESH300011704 ,SHOTCRETE MESH 3.00MX1.17M 4MM WIRE - GAL IMG4D-66-3012,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK EAST,EVOLUTION MINING              ,EVOLUTION MINING (COWAL) P/L (JA407),T38DFM75036AF  ,DOLLIE T38 X 36AF 750MM LONG TO SUIT J-TECH ,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
HROCK EAST,EVOLUTION MINING              ,EVOLUTION MINING (COWAL) P/L (JA407),TBL500320300G  ,3.0M THREAD BAR 500N 32MM LEFT HAND GAL ,,,,,,,,,,,400,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,400,,,,
HROCK EAST,FOSTERVILLE GOLD MINE         ,FOSTERVILLE GOLD MINE P/L (JA296),JCLIPUPPL4R521 ,CLIPUP PIPE LINE HANGER - 4 HOOK+ 250MM CHAIN/RING ,,250,,250,,,,300,,,250,250,,,,,,,,,,250,,,,,,250,,,,,,,,,300,,,,,,,,,,,,,,250,,,,,,,,,,,,,,250,,,,,,,
HROCK EAST,FOSTERVILLE GOLD MINE         ,FOSTERVILLE GOLD MINE P/L (JA296),JCP2839151036G ,COMBI PLATE 280X300 V150X10MM TOP PLATE 36MM H GAL 250 PLATES PER PALLET,,,,1000,,,,,,,,,,,,,,,750,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK EAST,FOSTERVILLE GOLD MINE         ,FOSTERVILLE GOLD MINE P/L (JA296),JTB2524TTNPRGP ,"J-Tech 25x2400mm dome nut Red Pin, 32mm Paddle, Gal",,,,1000,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK EAST,FOSTERVILLE GOLD MINE         ,FOSTERVILLE GOLD MINE P/L (JA296),JTNUTDOMEDG    ,J-TECH NUT 25MM DOMED M6 GALVANISED 50 UNITS PER PACK N0045 Rev 5,,,,,200,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK EAST,GLENCORE (XSTRATA)            ,GEORGE FISHER MINE (JA381),JCLIPUPS       ,CLIPUP STANDARD HANGER - 3 HOOK ,,500,,,500,500,,,500,,500,,500,,,,500,,,,,500,,,,,,,500,,,,,,,,,,,,,500,,,,,,,,,,,,,,,,,,,,,,,500,,,,,,500,
HROCK EAST,GLENCORE (XSTRATA)            ,GEORGE FISHER MINE (JA381),JFBR32E241A00  ,FALCON BOLT R32E X 2.4M ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
HROCK EAST,GLENCORE (XSTRATA)            ,GEORGE FISHER MINE (JA381),JLLH240030SFSP ,"J-LOK LIF DUAL TWIN  1200X30MM S-FAST/SLOW P/CHUTE RESIN - 7 CAPSULES/BOX, 294/PALLET (42 BOXES)",6468,7056,4116,7350,7938,11172,5292,9408,10584,4410,,,,,2940,588,1764,4704,,,2646,2352,3234,,2352,4116,,,4116,2940,,2352,,2940,,1764,4116,1764,2352,1764,,4704,2940,,2940,,2940,,,,,,2940,,4116,,,,,,,2646,1764,,,,,,,,,
HROCK EAST,GLENCORE (XSTRATA)            ,GEORGE FISHER MINE (JA381),JLS65025S      ,"J-LOK SINGLE 650X25MM SLOW RESIN - 35 CAPSULES/BOX, 1,680/PALLET (48 BOXES)",,,1680,1680,1680,3360,,1680,,1855,1680,,,,,,,1680,,,,,,,1680,,,,3360,,,,,,,,1680,,,,,,,,,,,,,,,,,,1680,,,,,,,,1855,,1680,,,,,,,
HROCK EAST,GLENCORE (XSTRATA)            ,GEORGE FISHER MINE (JA381),JRIKT38B30     ,RESIN INSERTER KIT COMPLETE 30MM X 3.0M - T38 ,420,300,480,560,240,300,360,540,600,360,480,,480,,240,,300,320,,,240,,240,,,,,,300,,,,,360,,240,300,,,,,,360,,240,,,,,240,,,180,,240,240,,,,,,120,240,,240,,,,240,,240,
HROCK EAST,GLENCORE (XSTRATA)            ,GEORGE FISHER MINE (JA381),JTB2524TTNP3GP ,J-TECH BOLT 25MMX2.4M GREEN PIN NUT + PADDLES- GAL 100 UNITS PER PACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
HROCK EAST,GLENCORE (XSTRATA)            ,MOUNT ISA MINES LTD (JA176),FBR32TDDHEXCOUP,Falcon Bolt Hex Coupler 38AF x 190mm ,5,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK EAST,GLENCORE (XSTRATA)            ,MOUNT ISA MINES LTD (JA176),JFBR32E241A00  ,FALCON BOLT R32E X 2.4M ,40,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
